stamp,x,y,yaw,v,w
1786167426.9769437,0.327529724897015,-0.006842590837625017,-0.010150250311025458,0.10003623272586344,0.07068024206397275
1786167426.9967442,0.3275488597056979,-0.006842689352370987,-0.007640143385398517,0.0010440774386374363,0.1267703586868567
1786167427.0166898,0.3275488597056979,-0.006842689352370987,-0.00475050225834207,0.0,0.14487596330031055
1786167427.0366588,0.3275488597056979,-0.006842689352370987,-0.0024743713848629605,0.0,0.11398329465539139
1786167427.056858,0.3275488597056979,-0.006842689352370987,-0.0009896573500877241,0.0,0.07350324608618697
1786167427.0769317,0.3275488597056979,-0.006842689352370987,0.0004002862609284903,0.0,0.0692421883420602
1786167427.096887,0.3275488597056979,-0.006842689352370987,0.0015907216251174923,0.0,0.059654808417774936
1786167427.116771,0.3275488597056979,-0.006842689352370987,0.00228971378856584,0.0,0.035153726389045944
1786167427.136711,0.3275488597056979,-0.006842689352370987,0.0025658502431385073,0.0,0.01384843766841204
1786167427.1566322,0.32850501038966423,-0.006835553938953326,0.002994128737628896,0.05185226308429264,0.021498518389522686
1786167427.1766958,0.3297857417273507,-0.006825406941312513,0.003426746479297073,0.06896167230091207,0.021562277332356782
