time_s,x_m,y_m,nearest_index,error_m
3.937899964512326e-05,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.00015936799991322914,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0004434749998836196,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0005906839996896451,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0009412049994352856,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0010358569998061284,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0012441369999578455,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.001323385999967286,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0015146659998208634,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0015914599998723133,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.0017778120000002673,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.001854070999797841,0.3042726867120252,0.5802463954369247,0,0.013631265215601788
0.00205121799990593,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0021295309998095036,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.002318453999578196,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0023939189995871857,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0025759599993762095,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0026511579999350943,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0028343650001261267,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.002917199999501463,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.003101571999650332,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.003283697999904689,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.003464970999630168,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0036463489996094722,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.003831454999271955,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.0040351309999095974,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.004219517999445088,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.004406069999276951,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
0.004590507999637339,0.3042726867120251,0.5802463954369247,0,0.013631265215601764
